college,year,CIP,Category,Title,Level,Gender,Awards
UCSB,2018,'40',STEM Major,Physical Sciences,Doctor's degree - research/scholarship,Male,67
UCSB,2018,'42',Non-STEM,Psychology,Doctor's degree - research/scholarship,Male,8
UCSB,2018,'45',Non-STEM,Social Sciences,Doctor's degree - research/scholarship,Male,19
UCSB,2018,'50',Non-STEM,Visual and Performing Arts,Doctor's degree - research/scholarship,Male,6
UCSB,2018,'54',Non-STEM,History,Doctor's degree - research/scholarship,Male,8
UCSC,2018,'03',Non-STEM,Natural Resources and Conservation,Doctor's degree - research/scholarship,Male,0
UCSC,2018,'11',Non-STEM,Computer and Information Sciences and Support Services,Doctor's degree - research/scholarship,Male,7
UCSC,2018,'13',Non-STEM,Education,Doctor's degree - research/scholarship,Male,1
UCSC,2018,'14',STEM Major,Engineering,Doctor's degree - research/scholarship,Male,10
UCSC,2018,'16',Non-STEM,"Foreign Languages, Literatures, and Linguistics",Doctor's degree - research/scholarship,Male,5
UCSC,2018,'23',Non-STEM,English Language and Literature/Letters,Doctor's degree - research/scholarship,Male,0
UCSC,2018,'26',STEM Major,Biological and Biomedical Sciences,Doctor's degree - research/scholarship,Male,14
UCSC,2018,'27',STEM Major,Mathematics and Statistics,Doctor's degree - research/scholarship,Male,12
UCSC,2018,'30',Non-STEM,Multi/Interdisciplinary Studies,Doctor's degree - research/scholarship,Male,2
UCSC,2018,'38',Non-STEM,Philosophy and Religious Studies,Doctor's degree - research/scholarship,Male,0
UCSC,2018,'40',STEM Major,Physical Sciences,Doctor's degree - research/scholarship,Male,11
UCSC,2018,'42',Non-STEM,Psychology,Doctor's degree - research/scholarship,Male,1
UCSC,2018,'45',Non-STEM,Social Sciences,Doctor's degree - research/scholarship,Male,20
UCSC,2018,'50',Non-STEM,Visual and Performing Arts,Doctor's degree - research/scholarship,Male,7
UCSC,2018,'54',Non-STEM,History,Doctor's degree - research/scholarship,Male,2
UCM,2018,'03',Non-STEM,Natural Resources and Conservation,Doctor's degree - research/scholarship,Male,4
UCM,2018,'14',STEM Major,Engineering,Doctor's degree - research/scholarship,Male,9
UCM,2018,'24',Non-STEM,"Liberal Arts and Sciences, General Studies and Humanities",Doctor's degree - research/scholarship,Male,0
UCM,2018,'26',STEM Major,Biological and Biomedical Sciences,Doctor's degree - research/scholarship,Male,1
UCM,2018,'27',STEM Major,Mathematics and Statistics,Doctor's degree - research/scholarship,Male,3
UCM,2018,'30',Non-STEM,Multi/Interdisciplinary Studies,Doctor's degree - research/scholarship,Male,2
UCM,2018,'40',STEM Major,Physical Sciences,Doctor's degree - research/scholarship,Male,6
UCM,2018,'42',Non-STEM,Psychology,Doctor's degree - research/scholarship,Male,2
UCM,2018,'45',Non-STEM,Social Sciences,Doctor's degree - research/scholarship,Male,1
UCM,2018,'54',Non-STEM,History,Doctor's degree - research/scholarship,Male,0
UCB,2019,'01',Non-STEM,"Agriculture, Agriculture Operations and Related Sciences",Doctor's degree - research/scholarship,Male,5
UCB,2019,'03',Non-STEM,Natural Resources and Conservation,Doctor's degree - research/scholarship,Male,15
UCB,2019,'04',Non-STEM,Architecture and Related Services,Doctor's degree - research/scholarship,Male,7
UCB,2019,'05',Non-STEM,"Area, Ethnic, Cultural, Gender, and Group Studies",Doctor's degree - research/scholarship,Male,6
UCB,2019,'11',Non-STEM,Computer and Information Sciences and Support Services,Doctor's degree - research/scholarship,Male,33
UCB,2019,'13',Non-STEM,Education,Doctor's degree - research/scholarship,Male,23
UCB,2019,'14',STEM Major,Engineering,Doctor's degree - research/scholarship,Male,121
UCB,2019,'16',Non-STEM,"Foreign Languages, Literatures, and Linguistics",Doctor's degree - research/scholarship,Male,19
UCB,2019,'22',Non-STEM,Legal Professions and Studies,Doctor's degree - research/scholarship,Male,11
UCB,2019,'23',Non-STEM,English Language and Literature/Letters,Doctor's degree - research/scholarship,Male,6
UCB,2019,'26',STEM Major,Biological and Biomedical Sciences,Doctor's degree - research/scholarship,Male,52
UCB,2019,'27',STEM Major,Mathematics and Statistics,Doctor's degree - research/scholarship,Male,41
UCB,2019,'30',Non-STEM,Multi/Interdisciplinary Studies,Doctor's degree - research/scholarship,Male,4
UCB,2019,'38',Non-STEM,Philosophy and Religious Studies,Doctor's degree - research/scholarship,Male,3
UCB,2019,'40',STEM Major,Physical Sciences,Doctor's degree - research/scholarship,Male,91
UCB,2019,'42',Non-STEM,Psychology,Doctor's degree - research/scholarship,Male,9
UCB,2019,'44',Non-STEM,Public Administration and Social Service Professions,Doctor's degree - research/scholarship,Male,3
UCB,2019,'45',Non-STEM,Social Sciences,Doctor's degree - research/scholarship,Male,56
UCB,2019,'50',Non-STEM,Visual and Performing Arts,Doctor's degree - research/scholarship,Male,5
UCB,2019,'51',Non-STEM,Health Professions and Related Programs,Doctor's degree - research/scholarship,Male,2
UCB,2019,'52',Non-STEM,"Business, Management, Marketing, and Related Support Services",Doctor's degree - research/scholarship,Male,9
UCB,2019,'54',Non-STEM,History,Doctor's degree - research/scholarship,Male,12
UCD,2019,'01',Non-STEM,"Agriculture, Agriculture Operations and Related Sciences",Doctor's degree - research/scholarship,Male,23
UCD,2019,'05',Non-STEM,"Area, Ethnic, Cultural, Gender, and Group Studies",Doctor's degree - research/scholarship,Male,1
UCD,2019,'09',Non-STEM,"Communication, Journalism, and Related Programs",Doctor's degree - research/scholarship,Male,2
UCD,2019,'11',Non-STEM,Computer and Information Sciences and Support Services,Doctor's degree - research/scholarship,Male,21
UCD,2019,'13',Non-STEM,Education,Doctor's degree - research/scholarship,Male,14
UCD,2019,'14',STEM Major,Engineering,Doctor's degree - research/scholarship,Male,54
UCD,2019,'16',Non-STEM,"Foreign Languages, Literatures, and Linguistics",Doctor's degree - research/scholarship,Male,6
UCD,2019,'19',Non-STEM,Family and Consumer Sciences/Human Sciences,Doctor's degree - research/scholarship,Male,3
UCD,2019,'23',Non-STEM,English Language and Literature/Letters,Doctor's degree - research/scholarship,Male,3
UCD,2019,'26',STEM Major,Biological and Biomedical Sciences,Doctor's degree - research/scholarship,Male,70
UCD,2019,'27',STEM Major,Mathematics and Statistics,Doctor's degree - research/scholarship,Male,18
UCD,2019,'30',Non-STEM,Multi/Interdisciplinary Studies,Doctor's degree - research/scholarship,Male,3
UCD,2019,'38',Non-STEM,Philosophy and Religious Studies,Doctor's degree - research/scholarship,Male,3
UCD,2019,'40',STEM Major,Physical Sciences,Doctor's degree - research/scholarship,Male,38
UCD,2019,'42',Non-STEM,Psychology,Doctor's degree - research/scholarship,Male,6
UCD,2019,'45',Non-STEM,Social Sciences,Doctor's degree - research/scholarship,Male,19
UCD,2019,'50',Non-STEM,Visual and Performing Arts,Doctor's degree - research/scholarship,Male,5
UCD,2019,'51',Non-STEM,Health Professions and Related Programs,Doctor's degree - research/scholarship,Male,1
UCD,2019,'54',Non-STEM,History,Doctor's degree - research/scholarship,Male,3
UCI,2019,'03',Non-STEM,Natural Resources and Conservation,Doctor's degree - research/scholarship,Male,0
UCI,2019,'04',Non-STEM,Architecture and Related Services,Doctor's degree - research/scholarship,Male,0
UCI,2019,'11',Non-STEM,Computer and Information Sciences and Support Services,Doctor's degree - research/scholarship,Male,26
UCI,2019,'13',Non-STEM,Education,Doctor's degree - research/scholarship,Male,2
UCI,2019,'14',STEM Major,Engineering,Doctor's degree - research/scholarship,Male,65
UCI,2019,'16',Non-STEM,"Foreign Languages, Literatures, and Linguistics",Doctor's degree - research/scholarship,Male,5
UCI,2019,'23',Non-STEM,English Language and Literature/Letters,Doctor's degree - research/scholarship,Male,6
UCI,2019,'26',STEM Major,Biological and Biomedical Sciences,Doctor's degree - research/scholarship,Male,28
UCI,2019,'27',STEM Major,Mathematics and Statistics,Doctor's degree - research/scholarship,Male,10
UCI,2019,'30',Non-STEM,Multi/Interdisciplinary Studies,Doctor's degree - research/scholarship,Male,2
UCI,2019,'38',Non-STEM,Philosophy and Religious Studies,Doctor's degree - research/scholarship,Male,6
UCI,2019,'40',STEM Major,Physical Sciences,Doctor's degree - research/scholarship,Male,52
UCI,2019,'42',Non-STEM,Psychology,Doctor's degree - research/scholarship,Male,2
UCI,2019,'44',Non-STEM,Public Administration and Social Service Professions,Doctor's degree - research/scholarship,Male,0
UCI,2019,'45',Non-STEM,Social Sciences,Doctor's degree - research/scholarship,Male,22
UCI,2019,'50',Non-STEM,Visual and Performing Arts,Doctor's degree - research/scholarship,Male,7
UCI,2019,'51',Non-STEM,Health Professions and Related Programs,Doctor's degree - research/scholarship,Male,5
UCI,2019,'52',Non-STEM,"Business, Management, Marketing, and Related Support Services",Doctor's degree - research/scholarship,Male,4
UCI,2019,'54',Non-STEM,History,Doctor's degree - research/scholarship,Male,3
UCLA,2019,'03',Non-STEM,Natural Resources and Conservation,Doctor's degree - research/scholarship,Male,2
UCLA,2019,'04',Non-STEM,Architecture and Related Services,Doctor's degree - research/scholarship,Male,1
UCLA,2019,'05',Non-STEM,"Area, Ethnic, Cultural, Gender, and Group Studies",Doctor's degree - research/scholarship,Male,1
UCLA,2019,'11',Non-STEM,Computer and Information Sciences and Support Services,Doctor's degree - research/scholarship,Male,25
UCLA,2019,'13',Non-STEM,Education,Doctor's degree - research/scholarship,Male,18
UCLA,2019,'14',STEM Major,Engineering,Doctor's degree - research/scholarship,Male,99
UCLA,2019,'16',Non-STEM,"Foreign Languages, Literatures, and Linguistics",Doctor's degree - research/scholarship,Male,17
UCLA,2019,'22',Non-STEM,Legal Professions and Studies,Doctor's degree - research/scholarship,Male,1
UCLA,2019,'23',Non-STEM,English Language and Literature/Letters,Doctor's degree - research/scholarship,Male,2
UCLA,2019,'25',Non-STEM,Library Science,Doctor's degree - research/scholarship,Male,0
UCLA,2019,'26',STEM Major,Biological and Biomedical Sciences,Doctor's degree - research/scholarship,Male,66
UCLA,2019,'27',STEM Major,Mathematics and Statistics,Doctor's degree - research/scholarship,Male,25
UCLA,2019,'30',Non-STEM,Multi/Interdisciplinary Studies,Doctor's degree - research/scholarship,Male,0
UCLA,2019,'38',Non-STEM,Philosophy and Religious Studies,Doctor's degree - research/scholarship,Male,2
UCLA,2019,'40',STEM Major,Physical Sciences,Doctor's degree - research/scholarship,Male,57
UCLA,2019,'42',Non-STEM,Psychology,Doctor's degree - research/scholarship,Male,9
UCLA,2019,'44',Non-STEM,Public Administration and Social Service Professions,Doctor's degree - research/scholarship,Male,1
UCLA,2019,'45',Non-STEM,Social Sciences,Doctor's degree - research/scholarship,Male,36
UCLA,2019,'50',Non-STEM,Visual and Performing Arts,Doctor's degree - research/scholarship,Male,14
UCLA,2019,'51',Non-STEM,Health Professions and Related Programs,Doctor's degree - research/scholarship,Male,9
UCLA,2019,'52',Non-STEM,"Business, Management, Marketing, and Related Support Services",Doctor's degree - research/scholarship,Male,6
UCLA,2019,'54',Non-STEM,History,Doctor's degree - research/scholarship,Male,10
UCR,2019,'01',Non-STEM,"Agriculture, Agriculture Operations and Related Sciences",Doctor's degree - research/scholarship,Male,0
UCR,2019,'03',Non-STEM,Natural Resources and Conservation,Doctor's degree - research/scholarship,Male,3
UCR,2019,'05',Non-STEM,"Area, Ethnic, Cultural, Gender, and Group Studies",Doctor's degree - research/scholarship,Male,1
UCR,2019,'11',Non-STEM,Computer and Information Sciences and Support Services,Doctor's degree - research/scholarship,Male,11
UCR,2019,'13',Non-STEM,Education,Doctor's degree - research/scholarship,Male,3
UCR,2019,'14',STEM Major,Engineering,Doctor's degree - research/scholarship,Male,46
UCR,2019,'16',Non-STEM,"Foreign Languages, Literatures, and Linguistics",Doctor's degree - research/scholarship,Male,1
UCR,2019,'23',Non-STEM,English Language and Literature/Letters,Doctor's degree - research/scholarship,Male,7
UCR,2019,'26',STEM Major,Biological and Biomedical Sciences,Doctor's degree - research/scholarship,Male,29
UCR,2019,'27',STEM Major,Mathematics and Statistics,Doctor's degree - research/scholarship,Male,13
UCR,2019,'38',Non-STEM,Philosophy and Religious Studies,Doctor's degree - research/scholarship,Male,3
UCR,2019,'40',STEM Major,Physical Sciences,Doctor's degree - research/scholarship,Male,39
UCR,2019,'42',Non-STEM,Psychology,Doctor's degree - research/scholarship,Male,4
UCR,2019,'45',Non-STEM,Social Sciences,Doctor's degree - research/scholarship,Male,20
UCR,2019,'50',Non-STEM,Visual and Performing Arts,Doctor's degree - research/scholarship,Male,3
UCR,2019,'52',Non-STEM,"Business, Management, Marketing, and Related Support Services",Doctor's degree - research/scholarship,Male,0
UCR,2019,'54',Non-STEM,History,Doctor's degree - research/scholarship,Male,1
UCSD,2019,'05',Non-STEM,"Area, Ethnic, Cultural, Gender, and Group Studies",Doctor's degree - research/scholarship,Male,1
UCSD,2019,'09',Non-STEM,"Communication, Journalism, and Related Programs",Doctor's degree - research/scholarship,Male,0
UCSD,2019,'11',Non-STEM,Computer and Information Sciences and Support Services,Doctor's degree - research/scholarship,Male,23
UCSD,2019,'13',Non-STEM,Education,Doctor's degree - research/scholarship,Male,2
UCSD,2019,'14',STEM Major,Engineering,Doctor's degree - research/scholarship,Male,107
UCSD,2019,'16',Non-STEM,"Foreign Languages, Literatures, and Linguistics",Doctor's degree - research/scholarship,Male,0
UCSD,2019,'23',Non-STEM,English Language and Literature/Letters,Doctor's degree - research/scholarship,Male,2
UCSD,2019,'26',STEM Major,Biological and Biomedical Sciences,Doctor's degree - research/scholarship,Male,59
UCSD,2019,'27',STEM Major,Mathematics and Statistics,Doctor's degree - research/scholarship,Male,18
UCSD,2019,'30',Non-STEM,Multi/Interdisciplinary Studies,Doctor's degree - research/scholarship,Male,2
UCSD,2019,'38',Non-STEM,Philosophy and Religious Studies,Doctor's degree - research/scholarship,Male,3
UCSD,2019,'40',STEM Major,Physical Sciences,Doctor's degree - research/scholarship,Male,57
UCSD,2019,'42',Non-STEM,Psychology,Doctor's degree - research/scholarship,Male,4
UCSD,2019,'45',Non-STEM,Social Sciences,Doctor's degree - research/scholarship,Male,23
UCSD,2019,'50',Non-STEM,Visual and Performing Arts,Doctor's degree - research/scholarship,Male,12
UCSD,2019,'51',Non-STEM,Health Professions and Related Programs,Doctor's degree - research/scholarship,Male,0
UCSD,2019,'52',Non-STEM,"Business, Management, Marketing, and Related Support Services",Doctor's degree - research/scholarship,Male,0
UCSD,2019,'54',Non-STEM,History,Doctor's degree - research/scholarship,Male,7
UCSF,2019,'11',Non-STEM,Computer and Information Sciences and Support Services,Doctor's degree - research/scholarship,Male,4
UCSF,2019,'14',STEM Major,Engineering,Doctor's degree - research/scholarship,Male,11
UCSF,2019,'26',STEM Major,Biological and Biomedical Sciences,Doctor's degree - research/scholarship,Male,41
UCSF,2019,'30',Non-STEM,Multi/Interdisciplinary Studies,Doctor's degree - research/scholarship,Male,0
UCSF,2019,'45',Non-STEM,Social Sciences,Doctor's degree - research/scholarship,Male,1
UCSF,2019,'51',Non-STEM,Health Professions and Related Programs,Doctor's degree - research/scholarship,Male,6
UCSF,2019,'54',Non-STEM,History,Doctor's degree - research/scholarship,Male,0
UCSB,2019,'03',Non-STEM,Natural Resources and Conservation,Doctor's degree - research/scholarship,Male,5
